model,feature,data_type,units,description,allowable,user_input_guidance
ResStock,in.usage_level,string,n/a,Usage of major appliances relative to the national average,High|Low|Medium,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.battery,string,n/a,"The presence, size, location, and efficiency of an onsite battery (not modeled in 2024.2 dataset)",None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.clothes_dryer_usage_level,string,n/a,Clothes dryer energy usage level multiplier,100% Usage|120% Usage|80% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.door_area,string,sqft,Area of exterior doors,20 ft^2,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.income_recs_2020,string,$,Income bin of the household occupying the dwelling unit aligned with the 2020 U.S. Energy Information Administration Residential Energy Consumption Survey,100000-149999|150000+|20000-39999|40000-59999|60000-99999|<20000|Not Available,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.windows,string,n/a,Construction type and efficiency levels of windows,"Double, Clear, Metal, Air|Double, Clear, Metal, Air, Exterior Clear Storm|Double, Clear, Non-metal, Air|Double, Clear, Non-metal, Air, Exterior Clear Storm|Double, Low-E, Non-metal, Air, M-Gain|Single, Clear, Metal|Single, Clear, Metal, Exterior Clear Storm|Single, Clear, Non-metal|Single, Clear, Non-metal, Exterior Clear Storm|Triple, Low-E, Non-metal, Air, L-Gain",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.duct_unconditioned_surface_area_ft_2,float,sqft,"Unconditioned surface area of duct (i.e., surface area that is outside conditioned space)",n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_building_horizontal_location_sfa,string,n/a,"Location of the single-family attached unit horizontally within the building (left, middle, right)",Left|Middle|None|Right,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_shared_efficiencies,string,n/a,Presence and efficiency of shared HVAC system,"Boiler Baseboards Heating Only, Electricity|Boiler Baseboards Heating Only, Fuel|Fan Coil Cooling Only|Fan Coil Heating and Cooling, Electricity|Fan Coil Heating and Cooling, Fuel|None",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.dehumidifier,string,n/a,"Presence, water removal rate, and humidity setpoint of dehumidifier (not modeled in 2024.2 dataset)",None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.plug_load_diversity,string,n/a,Plug load diversity multiplier relative to the national average,100%|200%|50%,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.heating_fuel,string,n/a,Fuel used for primary heating,Electricity|Fuel Oil|Natural Gas|None|Other Fuel|Propane,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.clothes_dryer,string,n/a,"The presence, rated efficiency, and fuel type of the clothes dryer in the dwelling unit",Electric|Gas|None|Propane,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_building_horizontal_location_mf,string,n/a,"Location of the multifamily unit horizontally within the building (left, middle, right)",Left|Middle|None|Not Applicable|Right,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.emissions_electricity_units,string,n/a,"Electricity emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MWh and kg/MWh are allowed","kg/MWh,kg/MWh,kg/MWh,kg/MWh",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_wall_type,string,n/a,Exterior wall material,Brick|Concrete|Steel Frame|Wood Frame,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.dishwasher,string,n/a,Presence and rated efficiency of dishwasher,290 Rated kWh|318 Rated kWh|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.has_pv,boolean,n/a,Presence of rooftop PV,No|Yes,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.floor_area_lighting_ft_2,float,sqft,Floor area of the space that has lighting,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.corridor,string,n/a,Type of corridor,Double-Loaded Interior|Not Applicable,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.household_has_tribal_persons,string,n/a,The the dwelling unit houses at least one tribal person,No|Not Available|Yes,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_system_single_speed_ashp_charge,string,n/a,Not used,None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.cooking_range,string,n/a,Presence and fuel type of the cooking range,Electric Induction|Electric Resistance|Gas|None|Propane,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_wall_exterior_finish,string,n/a,Exterior wall finish material and color,"Aluminum, Light|Brick, Light|Brick, Medium/Dark|Fiber-Cement, Light|None|Shingle, Asbestos, Medium|Shingle, Composition, Medium|Stucco, Light|Stucco, Medium/Dark|Vinyl, Light|Wood, Medium/Dark",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_heating_type_and_fuel,string,n/a,"Presence, type, and fuel of primary heating system",Electricity ASHP|Electricity Baseboard|Electricity Electric Boiler|Electricity Electric Furnace|Electricity Electric Wall Furnace|Electricity MSHP|Electricity Shared Heating|Fuel Oil Fuel Boiler|Fuel Oil Fuel Furnace|Fuel Oil Fuel Wall/Floor Furnace|Fuel Oil Shared Heating|Natural Gas Fuel Boiler|Natural Gas Fuel Furnace|Natural Gas Fuel Wall/Floor Furnace|Natural Gas Shared Heating|None|Other Fuel Fuel Boiler|Other Fuel Fuel Furnace|Other Fuel Fuel Wall/Floor Furnace|Other Fuel Shared Heating|Propane Fuel Boiler|Propane Fuel Furnace|Propane Fuel Wall/Floor Furnace|Propane Shared Heating,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_system_single_speed_ac_charge,string,n/a,Not used,None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.holiday_lighting,string,n/a,"Presence, energy usage, and schedule of holiday lighting (not modeled in 2024.2 dataset)",No Exterior Use,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.building_america_climate_zone,string,n/a,Building America climate zone,Cold|Hot-Dry|Hot-Humid|Marine|Mixed-Dry|Mixed-Humid|Very Cold,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.puma_metro_status,string,n/a,The public use microdata area metropolitan status,"In metro area, not/partially in principal city|In metro area, principal city|Not/partially in metro area",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.utility_bill_electricity_fixed_charges,string,$/month,"Electricity utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list",,Numeric: provide value in units from TSV; use NaN/blank to trigger missing handling.
ResStock,in.utility_bill_natural_gas_marginal_rates,string,$/therm,"Natural gas utility bill marginal rates. If multiple scenarios, use a comma-separated list",,Numeric: provide value in units from TSV; use NaN/blank to trigger missing handling.
ResStock,in.insulation_rim_joist,string,n/a,Insulation level for rim joists,"None|R-10, Exterior|R-15, Exterior|R-5, Exterior|Uninsulated",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_has_shared_system,string,n/a,Presence of shared HVAC system,Cooling Only|Heating Only|Heating and Cooling|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.ashrae_iecc_climate_zone_2004_2_a_split,string,n/a,"Climate zone according to ASHRAE 169 in 2004 and IECC in 2012, where climate zone 2A is split between counties in TX, LA versus FL, GA, AL, and MS","1A|2A - FL, GA, AL, MS|2A - TX, LA|2B|3A|3B|3C|4A|4B|4C|5A|5B|6A|6B|7A|7B",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_freezer,string,n/a,Presence and rated efficiency of standalone freezer,"EF 12, National Average|None",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_gas_fireplace,string,n/a,Presence of gas fireplace,Gas Fireplace|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.radiant_barrier,string,n/a,Presence of radiant barrier in attic,No|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.pv_orientation,string,n/a,Presence and orientation of rooftop PV system,East|None|North|Northeast|Northwest|South|Southeast|Southwest|West,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,float,sqft*delta ACH50,Floor area of conditioned space multiple by the reduction of infiltration from the upgrade,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.window_areas,string,n/a,"Window to wall ratios of the front, back, left, and right walls ",F12 B12 L12 R12|F15 B15 L15 R15|F18 B18 L18 R18|F30 B30 L30 R30|F6 B6 L6 R6|F9 B9 L9 R9,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_stories,integer,n/a,Number of building stories in which dwelling unit is located,1|10|11|12|13|14|15|2|20|21|3|35|4|5|6|7|8|9,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.mechanical_ventilation,string,n/a,Mechanical ventilation type and efficiency,None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_system_single_speed_ac_airflow,string,cfm/ton,Not used,None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.slab_perimeter_exposed_conditioned_ft,float,ft,The perimeter of slab that is exposed to conditioned space,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.cooling_setpoint_offset_magnitude,string,F,The magnitude of cooling setpoint offset,0F|2F|5F|9F,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.state,string,n/a,State,AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.utility_bill_propane_marginal_rates,string,$/gallon,"Propane utility bill marginal rates. If multiple scenarios, use a comma-separated list",,Numeric: provide value in units from TSV; use NaN/blank to trigger missing handling.
ResStock,in.hvac_system_is_faulted,string,n/a,Not used,No,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.weather_file_longitude,float,degrees,Longitude of location of weather file ,-124.25|-124.24|-124.11|-124.07|-123.94|-123.88|-123.5|-123.38|-123.36|-123.29|-123.21|-123.2|-123.15|-123.13|-123.02|-123.0|-122.95|-122.9|-122.87|-122.86|-122.81|-122.77|-122.76|-122.66|-122.6|-122.55|-122.54|-122.47|-122.43|-122.4|-122.31|-122.28|-122.25|-122.21|-122.15|-122.12|-122.05|-121.95|-121.93|-121.79|-121.72|-121.62|-121.61|-121.59|-121.57|-121.44|-121.4|-121.24|-121.17|-121.15|-120.95|-120.71|-120.64|-120.57|-120.53|-120.51|-120.4|-120.21|-120.13|-120.11|-120.0|-119.84|-119.77|-119.72|-119.63|-119.6|-119.52|-119.38|-119.32|-119.26|-119.12|-119.1|-119.06|-118.95|-118.83|-118.7|-118.57|-118.36|-118.3|-118.29|-118.01|-117.81|-117.73|-117.65|-117.57|-117.42|-117.32|-117.25|-117.15|-117.11|-117.09|-117.01|-116.82|-116.63|-116.22|-116.1|-116.03|-116.01|-115.87|-115.8|-115.79|-115.6|-115.58|-115.16|-114.93|-114.85|-114.72|-114.6|-114.49|-114.46|-114.26|-114.22|-114.09|-114.02|-113.94|-113.87|-113.77|-113.58|-113.1|-112.57|-112.55|-112.51|-112.42|-112.38|-112.07|-112.01|-111.99|-111.97|-111.96|-111.88|-111.85|-111.72|-111.67|-111.45|-111.38|-111.19|-111.15|-110.88|-110.85|-110.75|-110.73|-110.72|-110.45|-110.11|-109.78|-109.75|-109.64|-109.6|-109.51|-109.47|-109.38|-109.07|-109.06|-108.95|-108.79|-108.63|-108.54|-108.46|-108.23|-108.08|-107.95|-107.9|-107.89|-107.76|-107.73|-107.72|-107.52|-107.22|-107.2|-107.03|-106.98|-106.95|-106.92|-106.87|-106.72|-106.62|-106.48|-106.47|-106.38|-106.32|-106.09|-105.98|-105.89|-105.87|-105.67|-105.66|-105.57|-105.54|-105.53|-105.39|-105.14|-104.85|-104.81|-104.8|-104.75|-104.71|-104.66|-104.62|-104.54|-104.5|-104.34|-104.26|-104.25|-104.18|-104.15|-104.02|-103.72|-103.64|-103.63|-103.6|-103.55|-103.53|-103.32|-103.23|-103.2|-103.15|-103.1|-103.07|-103.05|-102.99|-102.92|-102.8|-102.69|-102.66|-102.61|-102.55|-102.52|-102.39|-102.28|-102.21|-101.87|-101.82|-101.77|-101.71|-101.69|-101.6|-101.44|-101.39|-101.36|-101.28|-100.96|-100.92|-100.78|-100.75|-100.73|-100.67|-100.59|-100.55|-100.49|-100.41|-100.29|-99.98|-99.97|-99.85|-99.84|-99.83|-99.78|-99.77|-99.68|-99.64|-99.47|-99.33|-99.32|-99.28|-99.27|-99.22|-99.2|-99.17|-99.05|-99.0|-98.98|-98.9|-98.85|-98.83|-98.68|-98.55|-98.49|-98.47|-98.46|-98.43|-98.42|-98.4|-98.31|-98.28|-98.24|-98.23|-98.18|-98.06|-98.05|-98.04|-98.03|-97.99|-97.98|-97.86|-97.85|-97.83|-97.82|-97.77|-97.69|-97.68|-97.67|-97.66|-97.65|-97.6|-97.51|-97.45|-97.44|-97.43|-97.42|-97.4|-97.38|-97.36|-97.33|-97.32|-97.3|-97.27|-97.23|-97.22|-97.2|-97.18|-97.15|-97.12|-97.1|-97.09|-97.05|-97.04|-96.99|-96.97|-96.95|-96.93|-96.85|-96.81|-96.8|-96.76|-96.75|-96.68|-96.62|-96.59|-96.53|-96.52|-96.42|-96.4|-96.38|-96.36|-96.3|-96.27|-96.25|-96.19|-96.18|-96.17|-96.05|-96.02|-95.98|-95.97|-95.9|-95.89|-95.88|-95.83|-95.82|-95.78|-95.75|-95.7|-95.68|-95.66|-95.63|-95.59|-95.57|-95.55|-95.5|-95.48|-95.46|-95.45|-95.41|-95.4|-95.39|-95.37|-95.36|-95.32|-95.25|-95.23|-95.21|-95.2|-95.16|-95.1|-95.08|-95.07|-95.03|-95.02|-94.98|-94.93|-94.92|-94.91|-94.89|-94.86|-94.81|-94.78|-94.75|-94.74|-94.72|-94.71|-94.7|-94.61|-94.59|-94.5|-94.42|-94.4|-94.38|-94.37|-94.35|-94.3|-94.27|-94.22|-94.17|-94.13|-94.1|-94.05|-94.02|-94.01|-93.92|-93.9|-93.87|-93.84|-93.82|-93.75|-93.67|-93.66|-93.62|-93.61|-93.58|-93.55|-93.48|-93.47|-93.4|-93.39|-93.37|-93.35|-93.33|-93.27|-93.25|-93.23|-93.2|-93.19|-93.18|-93.16|-93.1|-93.05|-93.03|-93.02|-92.95|-92.93|-92.92|-92.81|-92.69|-92.56|-92.55|-92.54|-92.5|-92.49|-92.48|-92.47|-92.45|-92.4|-92.3|-92.25|-92.22|-92.19|-92.16|-92.15|-92.09|-92.04|-91.99|-91.97|-91.94|-91.9|-91.88|-91.77|-91.75|-91.73|-91.71|-91.7|-91.67|-91.64|-91.57|-91.54|-91.49|-91.44|-91.42|-91.4|-91.33|-91.3|-91.25|-91.19|-91.15|-91.14|-91.13|-91.12|-91.03|-90.93|-90.92|-90.73|-90.7|-90.68|-90.66|-90.65|-90.59|-90.52|-90.47|-90.45|-90.42|-90.37|-90.34|-90.33|-90.32|-90.3|-90.25|-90.24|-90.23|-90.19|-90.16|-90.12|-90.08|-90.03|-89.99|-89.87|-89.84|-89.83|-89.82|-89.77|-89.72|-89.7|-89.68|-89.67|-89.63|-89.58|-89.57|-89.52|-89.47|-89.4|-89.35|-89.34|-89.27|-89.25|-89.1|-89.09|-89.07|-89.04|-89.0|-88.95|-88.92|-88.87|-88.86|-88.77|-88.75|-88.73|-88.72|-88.7|-88.68|-88.57|-88.56|-88.53|-88.52|-88.51|-88.49|-88.48|-88.44|-88.28|-88.25|-88.23|-88.17|-88.12|-88.11|-88.08|-88.07|-87.94|-87.9|-87.88|-87.87|-87.85|-87.81|-87.75|-87.68|-87.67|-87.64|-87.62|-87.61|-87.54|-87.5|-87.42|-87.38|-87.3|-87.25|-87.19|-87.09|-87.04|-87.02|-87.01|-86.95|-86.94|-86.79|-86.78|-86.75|-86.69|-86.62|-86.52|-86.47|-86.44|-86.42|-86.4|-86.39|-86.36|-86.33|-86.3|-86.27|-86.24|-86.23|-86.15|-86.1|-86.08|-85.97|-85.86|-85.8|-85.73|-85.71|-85.68|-85.66|-85.58|-85.55|-85.52|-85.5|-85.45|-85.44|-85.42|-85.39|-85.27|-85.25|-85.21|-85.2|-85.19|-85.18|-85.16|-85.09|-85.05|-85.03|-85.0|-84.94|-84.9|-84.87|-84.85|-84.8|-84.77|-84.73|-84.7|-84.69|-84.67|-84.64|-84.61|-84.6|-84.58|-84.57|-84.53|-84.52|-84.46|-84.43|-84.42|-84.37|-84.35|-84.3|-84.23|-84.22|-84.19|-84.08|-84.05|-84.03|-83.99|-83.98|-83.83|-83.82|-83.8|-83.75|-83.67|-83.65|-83.6|-83.58|-83.57|-83.48|-83.43|-83.42|-83.37|-83.35|-83.33|-83.31|-83.28|-83.19|-83.11|-83.08|-83.06|-82.98|-82.92|-82.89|-82.88|-82.83|-82.71|-82.69|-82.66|-82.56|-82.54|-82.52|-82.51|-82.45|-82.4|-82.27|-82.22|-82.18|-82.16|-82.04|-82.03|-81.99|-81.97|-81.93|-81.89|-81.87|-81.86|-81.85|-81.81|-81.78|-81.76|-81.69|-81.68|-81.59|-81.45|-81.44|-81.42|-81.39|-81.34|-81.33|-81.27|-81.24|-81.21|-81.2|-81.16|-81.15|-81.13|-81.12|-81.06|-81.05|-81.0|-80.94|-80.86|-80.82|-80.72|-80.7|-80.67|-80.65|-80.62|-80.48|-80.42|-80.4|-80.38|-80.3|-80.28|-80.23|-80.22|-80.18|-80.17|-80.1|-80.04|-80.02|-79.97|-79.94|-79.92|-79.88|-79.85|-79.83|-79.73|-79.48|-79.38|-79.37|-79.35|-79.34|-79.21|-79.1|-79.03|-78.95|-78.94|-78.92|-78.9|-78.88|-78.83|-78.79|-78.74|-78.73|-78.64|-78.45|-78.43|-78.41|-78.32|-78.13|-78.05|-77.99|-77.98|-77.97|-77.96|-77.9|-77.89|-77.85|-77.84|-77.73|-77.71|-77.68|-77.61|-77.58|-77.55|-77.5|-77.44|-77.43|-77.38|-77.32|-77.3|-77.06|-77.05|-77.03|-77.01|-76.92|-76.9|-76.89|-76.88|-76.87|-76.85|-76.76|-76.68|-76.66|-76.6|-76.57|-76.49|-76.43|-76.4|-76.39|-76.35|-76.29|-76.28|-76.19|-76.18|-76.1|-76.02|-75.98|-75.96|-75.75|-75.73|-75.72|-75.7|-75.6|-75.56|-75.55|-75.51|-75.5|-75.47|-75.45|-75.41|-75.38|-75.36|-75.23|-75.15|-75.12|-75.08|-75.01|-74.9|-74.85|-74.84|-74.81|-74.78|-74.58|-74.28|-74.27|-74.21|-74.17|-74.12|-74.06|-73.97|-73.88|-73.8|-73.71|-73.61|-73.48|-73.47|-73.42|-73.25|-73.17|-73.15|-73.13|-73.1|-72.94|-72.83|-72.65|-72.61|-72.58|-72.53|-72.52|-72.31|-72.28|-72.18|-71.88|-71.58|-71.54|-71.5|-71.48|-71.44|-71.43|-71.42|-71.29|-71.28|-71.18|-71.17|-71.02|-71.01|-70.95|-70.92|-70.73|-70.7|-70.62|-70.3|-70.28|-70.06|-69.8|-69.71|-69.67|-69.58|-68.87|-68.82|-68.37|-68.03,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.location_region,string,n/a,Custom ResStock region,CR02|CR03|CR04|CR05|CR06|CR07|CR08|CR09|CR10|CR11,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.orientation,string,n/a,Orientation of the building,East|North|Northeast|Northwest|South|Southeast|Southwest|West,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.ground_thermal_conductivity,float,Btu/hr-ft-F,The thermal conductivity of the ground using in foundation and geothermal heat pump heat transfer calculations,0.5|0.8|1.1|1.4|1.7|2.0|2.3|2.6,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.clothes_washer_usage_level,string,n/a,Clothes washer energy usage level multiplier,100% Usage|120% Usage|80% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.simulation_control_run_period_begin_month,integer,n/a,"The starting month number (1 = January, 2 = February, etc.) for the annual run period",1,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.natural_ventilation,string,n/a,Schedule of natural ventilation from windows,"Cooling Season, 7 days/wk",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.utility_bill_simple_filepaths,string,n/a,"Relative paths of simple utility rates. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list",,Numeric: provide value in units from TSV; use NaN/blank to trigger missing handling.
ResStock,in.dishwasher_usage_level,string,n/a,Dishwasher energy usage level multiplier,100% Usage|120% Usage|80% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.simulation_control_run_period_end_day_of_month,integer,n/a,The ending day of the ending month for the annual run period,31,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_pool,string,n/a,Presence of pool,Has Pool|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.insulation_roof,string,n/a,Finished roof insulation level between roof and conditioned space,"Finished, R-13|Finished, R-19|Finished, R-30|Finished, R-38|Finished, R-49|Finished, R-7|Finished, Uninsulated|Unfinished, Uninsulated",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.income,string,$,Income bin of the household occupying the dwelling unit,10000-14999|100000-119999|120000-139999|140000-159999|15000-19999|160000-179999|180000-199999|20000-24999|200000+|25000-29999|30000-34999|35000-39999|40000-44999|45000-49999|50000-59999|60000-69999|70000-79999|80000-99999|<10000|Not Available,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.water_heater_in_unit,boolean,n/a,Individual water heater present or not present in the dwelling unit that solely serves the specific dwelling unit,No|Yes,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hot_water_distribution,string,n/a,Hot water piping material and insulation level,Uninsulated,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.plug_loads,string,n/a,Plug load usage level relative to the national average,100%|101%|102%|103%|104%|105%|106%|108%|110%|113%|119%|121%|123%|134%|137%|140%|144%|166%|78%|79%|82%|84%|85%|86%|89%|91%|94%|95%|96%|97%|99%,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.utility_bill_scenario_names,string,n/a,"Names of utility bill scenarios. If multiple scenarios, use a comma-separated list. If multiple scenarios, use a comma-separated list",Bills,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.vintage,string,n/a,Range in which the builing was constructed,1940s|1950s|1960s|1970s|1980s|1990s|2000s|2010s|<1940,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.heating_setpoint_has_offset,boolean,n/a,Presence of heating setpoint offset,No|Yes,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.eaves,string,ft,Depth of roof eaves,2 ft,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.refrigerator_usage_level,string,n/a,Refrigerator energy usage level multiplier,100% Usage|105% Usage|95% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_attic_type,string,n/a,Type of attic,Finished Attic or Cathedral Ceilings|None|Unvented Attic|Vented Attic,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.generation_and_emissions_assessment_region,string,n/a,Generation and carbon emissions assessment (GEA) region from Cambium 2022,AZNMc|CAMXc|ERCTc|FRCCc|MROEc|MROWc|NEWEc|NWPPc|NYSTc|RFCEc|RFCMc|RFCWc|RMPAc|SPNOc|SPSOc|SRMVc|SRMWc|SRSOc|SRTVc|SRVCc,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_secondary_heating_fuel,string,n/a,Secondary HVAC system heating type and fuel (not modeled in 2024.2 baseline dataset),None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,out.params.door_area_ft_2,float,sqft,Exterior door area,n/a,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.geometry_story_bin,string,n/a,The building in which dwelling unit is located has 8 or more versus fewer than 8 stories,8+|<8,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.pv_system_size,string,kWDC,Presence and size of rooftop PV system,1.0 kWDC|11.0 kWDC|13.0 kWDC|3.0 kWDC|5.0 kWDC|7.0 kWDC|9.0 kWDC|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hvac_system_single_speed_ashp_airflow,string,cfm/ton,Not used,None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.lighting_other_use,string,n/a,Exterior and garage lighting usage relative to the national average,100% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.misc_well_pump,string,n/a,Presence and efficiency of well pump,None|Typical Efficiency,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.infiltration,string,ACH50,Air leakage rates for the living and garage spaces,1 ACH50|10 ACH50|15 ACH50|2 ACH50|20 ACH50|25 ACH50|3 ACH50|30 ACH50|4 ACH50|40 ACH50|5 ACH50|50 ACH50|6 ACH50|7 ACH50|8 ACH50,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.refrigerator,string,n/a,The presence and rated efficiency of the primary refrigerator,EF 10.2|EF 10.5|EF 15.9|EF 17.6|EF 19.9|EF 21.9|EF 6.7|None,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.heating_setpoint,string,F,Baseline heating setpoint with no offset applied,55F|60F|62F|65F|67F|68F|70F|72F|75F|76F|78F|80F,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.census_division_recs,string,n/a,Census Division as used in RECS 2015,East North Central|East South Central|Middle Atlantic|Mountain North|Mountain South|New England|Pacific|South Atlantic|West North Central|West South Central,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.water_heater_fuel,string,n/a,Water heater fuel,Electricity|Fuel Oil|Natural Gas|Other Fuel|Propane,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.simulation_control_run_period_calendar_year,integer,n/a,The calendar year that determines the start day of week,2018 for AMY2018|2007 for TMY3,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.bedrooms,integer,n/a,Number of bedrooms,1|2|3|4|5,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.hot_water_fixtures,string,n/a,Hot water fixture usage and flow levels,100% Usage|200% Usage|50% Usage,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.duct_leakage_and_insulation,string,n/a,Duct insulation and leakage to outside from the portion of ducts in unconditioned spaces,"0% Leakage to Outside, Uninsulated|10% Leakage to Outside, R-4|10% Leakage to Outside, R-6|10% Leakage to Outside, R-8|10% Leakage to Outside, Uninsulated|20% Leakage to Outside, R-4|20% Leakage to Outside, R-6|20% Leakage to Outside, R-8|20% Leakage to Outside, Uninsulated|30% Leakage to Outside, R-4|30% Leakage to Outside, R-6|30% Leakage to Outside, R-8|30% Leakage to Outside, Uninsulated|None",Categorical: must match allowable enumerations in TSV or '__MISSING__'.
ResStock,in.water_heater_location,string,n/a,Water heater location for the dwelling unit if applicable,Attic|Crawlspace|Garage|Heated Basement|Living Space|None|Outside|Unheated Basement,Categorical: must match allowable enumerations in TSV or '__MISSING__'.
